5.50,8.75,11.25
S,CHI,24,30,25
S,NY,3,34,5
S,NY,25,36,11
S,MIA,16,13,7
S,NY,83,8,40
O,CHI,80,14,27
S,MIA,32,18,19
S,CHI,35,25,17
O,LA,77,12,31
S,LA,54,15,12
O,CHI,34,18,25
S,NY,38,35,27
O,LA,28,27,20
S,HOU,100,36,39
S,LA,27,42,3
O,HOU,76,17,7
S,LA,73,22,24
O,MIA,29,21,2
O,HOU,46,3,2
O,HOU,40,11,5
S,LA,43,1,20
S,HOU,5,28,11
O,NY,5,12,24
O,CHI,90,29,39
O,LA,22,35,8
S,MIA,92,7,36
O,LA,93,39,33
S,NY,64,17,39
S,MIA,27,30,24
S,HOU,45,12,28
O,CHI,81,26,2
O,MIA,79,2,36
O,CHI,15,44,23
O,NY,6,18,18
O,CHI,7,13,23
S,HOU,25,10,24
O,NY,28,44,19
O,HOU,73,6,7
O,CHI,16,22,34
S,CHI,64,12,13
O,MIA,68,36,31
S,CHI,64,27,27
S,LA,78,21,33
S,NY,61,1,35
S,HOU,1,42,28
S,MIA,4,36,28
O,LA,52,45,24
S,HOU,69,28,13
O,CHI,81,35,11
O,HOU,67,34,4
S,MIA,84,11,35
S,HOU,14,29,3
S,CHI,10,6,6
S,MIA,38,37,25
S,CHI,23,23,6
O,HOU,90,30,22
O,CHI,93,36,28
O,MIA,93,36,22
O,LA,1,41,35
O,LA,93,39,27
S,HOU,8,34,30
S,CHI,4,42,13
S,NY,93,19,26
O,LA,12,37,23
S,CHI,66,27,10
O,MIA,88,32,36
O,MIA,71,31,25
O,LA,1,9,40
O,HOU,54,9,2
S,LA,89,25,21
S,CHI,67,9,29
O,HOU,79,12,32
O,LA,46,15,37
S,LA,23,18,31
S,MIA,17,19,37
O,HOU,18,27,2
O,HOU,15,19,11
O,CHI,8,19,25
O,MIA,22,45,3
O,LA,69,6,31
O,MIA,36,42,18
S,MIA,19,24,21
O,LA,32,11,35
O,NY,24,3,29
S,CHI,16,20,28
O,LA,13,4,36
O,MIA,47,39,34
S,HOU,56,13,4
O,HOU,69,14,8
O,CHI,19,6,4
S,MIA,86,31,26
S,NY,82,34,38
S,LA,92,20,10
O,HOU,57,22,18
S,CHI,11,43,29
S,CHI,18,11,27
O,LA,16,10,2
O,CHI,59,4,22
O,LA,32,6,36
O,NY,13,39,29
S,CHI,89,42,6
S,MIA,84,8,2
S,NY,64,25,16
S,MIA,5,10,9
O,NY,55,14,27
S,CHI,55,39,17
S,MIA,77,9,28
S,CHI,29,20,26
O,LA,83,11,4
O,MIA,70,23,24
O,MIA,17,13,22
S,CHI,5,19,8
S,NY,59,12,20
O,MIA,45,24,34
O,MIA,37,37,24
S,HOU,31,41,22
S,MIA,55,4,22
O,MIA,44,10,16
O,HOU,27,39,16
S,LA,31,18,39
O,HOU,52,43,39
S,CHI,35,41,34
O,MIA,33,38,27
S,MIA,46,28,29
S,NY,40,5,28
O,MIA,77,39,25
S,MIA,15,7,26
O,NY,83,35,36
S,NY,8,28,36
S,MIA,7,32,14
O,HOU,67,23,4
S,HOU,40,45,7
O,NY,40,31,1
S,CHI,80,16,23
S,NY,79,30,4
S,CHI,6,4,11
S,LA,77,11,40
S,NY,84,22,25
S,NY,70,12,30
S,CHI,51,11,14
S,NY,32,17,31
O,HOU,21,13,8
O,HOU,17,32,13
S,LA,72,28,18
O,HOU,61,15,8
O,NY,65,13,12
S,CHI,66,27,9
O,NY,95,18,39
S,HOU,46,39,6
O,CHI,91,7,34
S,MIA,55,38,23
O,CHI,82,20,9
O,CHI,5,23,20
S,CHI,65,11,37
O,NY,86,33,18
S,HOU,32,20,35
O,CHI,80,25,20
S,NY,5,21,17
O,CHI,63,20,35
S,LA,23,31,7
O,NY,62,2,29
S,HOU,25,44,9
O,LA,13,8,13
S,HOU,34,17,25
S,NY,94,15,20
O,CHI,84,43,15
O,CHI,32,37,31
S,CHI,32,45,10
S,MIA,1,44,31
O,LA,35,4,6
S,CHI,73,21,17
S,NY,7,30,37
S,MIA,7,38,13
O,HOU,59,28,15
O,MIA,15,35,10
O,CHI,6,22,9
O,LA,14,12,28
O,HOU,87,8,33
S,MIA,78,33,26
O,CHI,43,28,12
O,MIA,14,8,33
O,MIA,72,2,10
O,MIA,74,5,21
S,MIA,15,25,12
O,MIA,63,37,22
O,MIA,91,14,39
O,CHI,59,2,19
O,HOU,14,29,2
S,LA,31,40,10
O,LA,33,38,30
O,MIA,50,27,28
S,LA,91,31,28
O,NY,76,43,15
O,LA,19,43,29
O,HOU,56,34,22
S,CHI,4,12,17
S,LA,71,31,4
S,HOU,28,36,34
O,HOU,26,35,20
S,MIA,42,39,33
S,NY,60,20,22
O,LA,71,20,4
S,LA,11,12,16
O,MIA,8,23,14
S,HOU,40,14,10
S,CHI,35,35,6
S,CHI,38,6,12
O,NY,75,4,22
S,LA,11,15,19
O,LA,46,17,4
O,LA,1,26,7
O,HOU,45,15,26
S,MIA,65,14,24
S,NY,60,34,23
O,LA,92,38,26
O,LA,66,22,34
O,MIA,63,21,31
O,MIA,35,14,31
S,LA,5,36,1
O,NY,21,13,40
S,CHI,64,5,31
S,LA,80,28,20
S,LA,23,43,27
S,HOU,34,43,18
O,NY,88,29,7
S,NY,85,44,8
S,LA,83,22,16
O,MIA,39,11,28
O,NY,40,39,35
S,MIA,3,36,13
S,MIA,77,17,6
S,CHI,66,10,19
S,NY,9,15,33
O,CHI,62,43,33
S,MIA,64,26,24
S,HOU,7,19,6
S,NY,35,6,12
S,HOU,10,4,5
O,NY,83,3,39
O,NY,81,35,11
O,LA,52,15,28
S,HOU,57,26,23
S,MIA,12,45,35
S,NY,14,12,1
S,MIA,53,44,37
S,NY,97,6,37
O,CHI,16,25,1
O,MIA,32,3,10
O,HOU,67,44,27
O,MIA,14,43,26
S,CHI,76,1,10
S,CHI,46,8,8
O,HOU,43,5,1
O,LA,83,17,37
O,LA,46,42,30
S,MIA,9,36,11
O,NY,65,7,34
S,CHI,92,13,1
O,HOU,40,5,38
S,LA,35,19,34
O,LA,44,35,21
S,MIA,69,1,26
O,LA,36,3,1
O,MIA,23,25,30
O,NY,22,32,13
O,LA,69,36,2
O,HOU,82,19,22
O,MIA,21,24,34
O,LA,39,29,28
O,LA,100,42,10
S,NY,23,30,1
S,NY,63,18,8
O,MIA,67,10,36
O,MIA,81,32,33
O,LA,64,39,7
O,HOU,8,17,22
S,NY,84,2,11
O,MIA,72,29,34
S,MIA,28,35,13
S,NY,12,14,25
O,MIA,51,24,18
S,MIA,91,21,25
S,NY,49,32,32
O,CHI,73,18,16
O,LA,38,20,4
S,HOU,5,42,40
S,MIA,54,11,38
S,LA,95,38,4
S,MIA,100,16,22
O,NY,16,16,12
O,MIA,30,37,7
O,CHI,100,10,18
S,CHI,70,23,4
O,MIA,38,9,14
O,HOU,54,22,22
O,MIA,77,45,2
O,HOU,68,39,10
S,MIA,25,34,40
S,MIA,32,38,29
O,CHI,95,12,30
O,LA,44,27,38
S,CHI,80,39,3
O,MIA,38,16,36
O,HOU,85,35,7
S,MIA,64,12,35
O,HOU,31,12,18
O,LA,47,5,5
S,CHI,19,20,16
S,LA,79,19,30
S,MIA,25,10,34
S,MIA,25,26,16
S,LA,25,7,11
O,CHI,28,39,35
O,HOU,5,18,12
S,MIA,35,24,34
O,LA,1,18,5
O,CHI,82,9,12
S,CHI,49,40,33
S,CHI,76,3,29
O,HOU,19,20,10
S,LA,31,39,32
O,MIA,99,12,13
S,MIA,51,2,34
S,LA,22,18,23
O,MIA,54,9,37
O,CHI,87,23,38
S,NY,95,43,14
S,CHI,89,44,35
O,LA,34,23,23
O,LA,81,20,29
O,HOU,80,31,27
S,LA,14,42,17
O,LA,3,13,5
S,MIA,21,30,29
O,HOU,65,21,18
O,HOU,20,11,27
S,HOU,60,22,16
O,CHI,50,38,28
O,MIA,8,1,15
S,CHI,68,5,15
S,CHI,41,13,21
S,NY,79,42,19
O,CHI,75,33,29
S,CHI,3,28,13
S,HOU,60,15,27
O,CHI,72,21,4
O,MIA,22,25,35
O,CHI,78,10,5
O,CHI,79,13,6
S,HOU,64,26,37
S,CHI,32,38,33
O,LA,12,38,21
S,MIA,10,37,35
S,HOU,17,29,23
O,LA,37,17,35
O,NY,91,3,10
O,LA,70,10,7
S,NY,16,37,26
S,HOU,5,18,18
O,CHI,22,25,37
S,HOU,11,36,40
O,LA,38,6,39
O,CHI,8,26,34
O,NY,32,44,26
O,MIA,72,7,18
O,NY,26,43,19
O,MIA,82,34,32
O,MIA,32,7,9
O,NY,18,30,27
S,HOU,11,28,16
O,NY,78,13,33
O,HOU,15,25,23
O,NY,82,18,13
S,HOU,33,18,30
S,HOU,80,31,17
O,MIA,79,25,35
O,LA,79,42,30
O,CHI,41,44,31
S,CHI,12,29,12
S,LA,27,22,35
O,LA,78,24,40
O,CHI,52,38,20
S,HOU,3,8,17
O,MIA,91,35,39
S,LA,87,33,25
O,LA,2,24,23
S,CHI,71,33,4
O,LA,74,4,13
S,LA,36,19,17
O,HOU,56,27,3
O,MIA,41,31,33
O,NY,56,17,31
O,NY,63,10,33
S,MIA,3,26,40
O,HOU,75,41,16
S,NY,68,2,39
S,CHI,72,24,20
O,LA,68,44,35
O,MIA,62,13,11
S,CHI,57,36,9
O,HOU,79,26,24
S,CHI,92,4,10
O,HOU,87,33,30
O,MIA,4,29,1
O,NY,92,21,3
S,HOU,5,10,15
S,NY,50,32,33
O,NY,95,26,37
O,MIA,50,25,7
O,CHI,4,7,38
S,HOU,93,25,5
O,LA,10,24,23
O,CHI,72,45,32
S,CHI,25,8,30
S,MIA,23,45,4
S,CHI,24,5,4
O,CHI,99,30,39
O,MIA,61,17,40
O,NY,14,44,29
S,NY,98,26,39
O,NY,62,32,23
O,MIA,79,41,18
O,CHI,71,17,16
O,LA,12,31,12
O,MIA,22,11,17
S,NY,89,45,25
O,NY,67,18,3
S,HOU,74,42,14
S,NY,22,38,2
O,CHI,58,25,38
S,NY,16,20,40
O,CHI,39,30,33
O,CHI,97,19,27
O,NY,72,20,36
O,NY,41,9,12
O,CHI,28,22,29
S,MIA,70,34,13
O,LA,38,38,12
O,MIA,16,22,34
O,NY,32,8,34
O,LA,92,36,36
S,LA,20,1,6
S,LA,95,10,24
S,CHI,40,10,34
O,HOU,89,33,14
S,CHI,92,32,27
O,HOU,97,39,28
O,HOU,85,36,18
O,MIA,79,36,8
O,NY,54,29,31
S,MIA,42,15,20
S,LA,55,29,13
O,MIA,82,13,34
O,NY,36,44,27
O,HOU,84,22,6
O,LA,85,4,40
O,HOU,3,42,3
S,MIA,14,4,26
S,HOU,74,21,11
S,NY,40,5,20
S,HOU,98,42,12
S,HOU,61,12,18
S,NY,90,23,38
O,NY,55,37,11
O,NY,43,1,33
O,LA,38,3,33
O,MIA,17,12,10
O,CHI,5,6,34
S,LA,80,31,15
O,NY,81,22,14
O,NY,52,11,40
S,NY,72,29,1
S,LA,37,30,15
O,MIA,78,40,17
S,CHI,52,44,6
S,MIA,12,31,23
O,NY,8,20,23
S,HOU,21,24,40
O,MIA,64,15,27
O,LA,3,16,36
S,HOU,34,12,14
O,HOU,93,35,27
S,LA,55,44,40
O,HOU,45,29,23
